experiment,model,method,n_forecasts,baseline_prediction_seconds,reconciliation_seconds,total_prediction_seconds,overhead_seconds,slowdown_vs_base,baseline_ms_per_forecast,reconciliation_ms_per_forecast,total_ms_per_forecast,failed
M5,rolling_mean,base,84,0.04365785501431674,0.0,0.04365785501431674,0.0,1.0,0.5197363692180564,0.0,0.5197363692180564,0
M5,rolling_mean,ols,84,0.04365785501431674,0.4756339240120724,0.5192917790263891,0.4756339240120724,11.894578395024162,0.5197363692180564,5.662308619191338,6.182044988409395,0
M5,rolling_mean,wls,84,0.04365785501431674,2.0378284609760158,2.0814863159903325,2.0378284609760158,47.677246518587545,0.5197363692180564,24.259862630666856,24.77959899988491,0
M5,rolling_mean,shr,84,0.04365785501431674,2.337161431030836,2.3808192860451527,2.337161431030836,54.533583595996866,0.5197363692180564,27.823350369414715,28.34308673863277,0
