forecast,mae,rmse,smape,constraint_violation,p_reconciled_better,method
base,10.001062877620175,18.606172098441824,0.22674971548062503,4.334020299411354,,base
nlcr,9.98621557567864,18.57763984879183,0.22843762736910012,1.176157362074747e-14,1.0,ols
nlcr,9.949525806723901,18.483705109872727,0.22636542732096152,3.0917685448442816e-12,0.6309523809523809,wls
nlcr,10.005042009074653,18.619442795692038,0.22764865686508742,1.2079136294466638e-12,0.5,shr
