beta,y2,curvature,n_mc,n_valid,n_fail,p_reconciled_better
0.0,-0.84,0.1931625864407521,1000,1000,0,0.915
0.0,0.84,0.1931625864407521,1000,1000,0,0.905
0.0,-0.13,0.20276867956862607,1000,1000,0,0.864
0.0,0.13,0.20276867956862607,1000,1000,0,0.863
0.0,-0.83,0.21291954020056456,1000,1000,0,0.9
0.0,0.83,0.21291954020056456,1000,1000,0,0.885
0.0,-0.82,0.23464171092655278,1000,1000,0,0.896
0.0,0.82,0.23464171092655278,1000,1000,0,0.921
0.0,-0.14,0.23514333993943035,1000,1000,0,0.892
0.0,0.14,0.23514333993943035,1000,1000,0,0.855
0.0,-0.81,0.2584940487525062,1000,1000,0,0.894
0.0,0.81,0.2584940487525062,1000,1000,0,0.871
0.0,-0.15,0.26990161189766443,1000,1000,0,0.866
0.0,0.15,0.26990161189766443,1000,1000,0,0.869
0.0,-0.8,0.2846469228206227,1000,1000,0,0.893
0.0,0.8,0.2846469228206227,1000,1000,0,0.895
0.0,-0.16,0.30703513964035173,1000,1000,0,0.858
0.0,0.16,0.30703513964035173,1000,1000,0,0.859
0.0,-0.79,0.3132740478451049,1000,1000,0,0.892
0.0,0.79,0.3132740478451049,1000,1000,0,0.89
0.0,-0.78,0.3445497727768891,1000,1000,0,0.886
0.0,0.78,0.3445497727768891,1000,1000,0,0.878
0.0,-0.17,0.34653228601140323,1000,1000,0,0.837
0.0,0.17,0.34653228601140323,1000,1000,0,0.88
0.0,-0.77,0.37864564531931555,1000,1000,0,0.875
0.0,0.77,0.37864564531931555,1000,1000,0,0.884
0.0,-0.18,0.38837717869141103,1000,1000,0,0.878
0.0,0.18,0.38837717869141103,1000,1000,0,0.876
0.0,-0.76,0.41572617387825983,1000,1000,0,0.87
0.0,0.76,0.41572617387825983,1000,1000,0,0.865
0.0,-0.19,0.43254856680543297,1000,1000,0,0.861
0.0,0.19,0.43254856680543297,1000,1000,0,0.878
0.0,-0.75,0.4559437243938262,1000,1000,0,0.861
0.0,0.75,0.4559437243938262,1000,1000,0,0.862
0.0,-0.2,0.47901846789049146,1000,1000,0,0.867
0.0,0.2,0.47901846789049146,1000,1000,0,0.87
0.0,-0.74,0.4994325153921041,1000,1000,0,0.863
0.0,0.74,0.4994325153921041,1000,1000,0,0.862
0.0,-0.21,0.5277505863365177,1000,1000,0,0.864
0.0,0.21,0.5277505863365177,1000,1000,0,0.881
0.0,-0.73,0.5463017123971913,1000,1000,0,0.869
0.0,0.73,0.5463017123971913,1000,1000,0,0.864
0.0,-0.22,0.5786984866487767,1000,1000,0,0.873
0.0,0.22,0.5786984866487767,1000,1000,0,0.853
0.0,-0.72,0.5966276740357311,1000,1000,0,0.861
0.0,0.72,0.5966276740357311,1000,1000,0,0.861
0.0,-0.23,0.6318035084817841,1000,1000,0,0.869
0.0,0.23,0.6318035084817841,1000,1000,0,0.846
0.0,-0.71,0.6504454674471667,1000,1000,0,0.884
0.0,0.71,0.6504454674471667,1000,1000,0,0.875
0.0,-0.24,0.6869924157200895,1000,1000,0,0.852
0.0,0.24,0.6869924157200895,1000,1000,0,0.858
0.0,-0.7,0.7077398494427007,1000,1000,0,0.86
0.0,0.7,0.7077398494427007,1000,1000,0,0.876
0.0,-0.25,0.744174779330497,1000,1000,0,0.861
0.0,0.25,0.744174779330497,1000,1000,0,0.865
0.0,-0.69,0.7684359999585705,1000,1000,0,0.863
0.0,0.69,0.7684359999585705,1000,1000,0,0.864
0.0,-0.26,0.8032401037160283,1000,1000,0,0.891
0.0,0.26,0.8032401037160283,1000,1000,0,0.858
0.0,-0.68,0.8323903912442425,1000,1000,0,0.868
0.0,0.68,0.8323903912442425,1000,1000,0,0.854
0.0,-0.27,0.864054719305603,1000,1000,0,0.881
0.0,0.27,0.864054719305603,1000,1000,0,0.868
0.0,-0.67,0.8993822728906978,1000,1000,0,0.867
0.0,0.67,0.8993822728906978,1000,1000,0,0.861
0.0,-0.28,0.9264584805288438,1000,1000,0,0.886
0.0,0.28,0.9264584805288438,1000,1000,0,0.866
0.0,-0.66,0.9691063395961947,1000,1000,0,0.871
0.0,0.66,0.9691063395961947,1000,1000,0,0.879
0.0,-0.29,0.9902613284849495,1000,1000,0,0.877
0.0,0.29,0.9902613284849495,1000,1000,0,0.877
0.0,-0.65,1.041167213552968,1000,1000,0,0.87
0.0,0.65,1.041167213552968,1000,1000,0,0.87
0.0,-0.3,1.0552398016959998,1000,1000,0,0.87
0.0,0.3,1.0552398016959998,1000,1000,0,0.875
0.0,-0.64,1.1150764031488263,1000,1000,0,0.88
0.0,0.64,1.1150764031488263,1000,1000,0,0.852
0.0,-0.31,1.1211336062658486,1000,1000,0,0.864
0.0,0.31,1.1211336062658486,1000,1000,0,0.841
0.0,-0.32,1.187642388106947,1000,1000,0,0.886
0.0,0.32,1.187642388106947,1000,1000,0,0.875
0.0,-0.63,1.1902523809602896,1000,1000,0,0.861
0.0,0.63,1.1902523809602896,1000,1000,0,0.868
0.0,-0.33,1.2544228837090776,1000,1000,0,0.889
0.0,0.33,1.2544228837090776,1000,1000,0,0.873
0.0,-0.62,1.266024345442561,1000,1000,0,0.887
0.0,0.62,1.266024345442561,1000,1000,0,0.862
0.0,-0.34,1.321086660623831,1000,1000,0,0.884
0.0,0.34,1.321086660623831,1000,1000,0,0.88
0.0,-0.61,1.3416400853735964,1000,1000,0,0.873
0.0,0.61,1.3416400853735964,1000,1000,0,0.859
0.0,-0.35,1.387198692069496,1000,1000,0,0.893
0.0,0.35,1.387198692069496,1000,1000,0,0.871
0.0,-0.6,1.4162781538589695,1000,1000,0,0.862
0.0,0.6,1.4162781538589695,1000,1000,0,0.888
0.0,-0.36,1.452277038594171,1000,1000,0,0.883
0.0,0.36,1.452277038594171,1000,1000,0,0.862
0.0,-0.59,1.489064288136726,1000,1000,0,0.878
0.0,0.59,1.489064288136726,1000,1000,0,0.865
0.0,-0.37,1.5157939294437768,1000,1000,0,0.897
0.0,0.37,1.5157939294437768,1000,1000,0,0.878
0.0,-0.58,1.5590917007145466,1000,1000,0,0.875
0.0,0.58,1.5590917007145466,1000,1000,0,0.877
0.0,-0.38,1.5771785422316904,1000,1000,0,0.879
0.0,0.38,1.5771785422316904,1000,1000,0,0.9
0.0,-0.57,1.6254445436521263,1000,1000,0,0.887
0.0,0.57,1.6254445436521263,1000,1000,0,0.867
0.0,-0.39,1.6358217662064853,1000,1000,0,0.88
0.0,0.39,1.6358217662064853,1000,1000,0,0.893
0.0,-0.56,1.6872235447152832,1000,1000,0,0.872
0.0,0.56,1.6872235447152832,1000,1000,0,0.882
0.0,-0.4,1.691083196275024,1000,1000,0,0.866
0.0,0.4,1.691083196275024,1000,1000,0,0.867
0.0,-0.41,1.7423005369644655,1000,1000,0,0.877
0.0,0.41,1.7423005369644655,1000,1000,0,0.871
0.0,-0.55,1.7435725677180296,1000,1000,0,0.867
0.0,0.55,1.7435725677180296,1000,1000,0,0.9
0.0,-0.42,1.7888014942155301,1000,1000,0,0.892
0.0,0.42,1.7888014942155301,1000,1000,0,0.89
0.0,-0.54,1.7937046927937612,1000,1000,0,0.885
0.0,0.54,1.7937046927937612,1000,1000,0,0.888
0.0,-0.43,1.8299180974041855,1000,1000,0,0.881
0.0,0.43,1.8299180974041855,1000,1000,0,0.884
0.0,-0.53,1.8369263703422312,1000,1000,0,0.877
0.0,0.53,1.8369263703422312,1000,1000,0,0.88
0.0,-0.44,1.8650032271278694,1000,1000,0,0.879
0.0,0.44,1.8650032271278694,1000,1000,0,0.869
0.0,-0.52,1.8726582866632224,1000,1000,0,0.863
0.0,0.52,1.8726582866632224,1000,1000,0,0.884
0.0,-0.45,1.8934489335981672,1000,1000,0,0.876
0.0,0.45,1.8934489335981672,1000,1000,0,0.89
0.0,-0.51,1.9004517857074674,1000,1000,0,0.892
0.0,0.51,1.9004517857074674,1000,1000,0,0.899
0.0,-0.46,1.9147059287382429,1000,1000,0,0.893
0.0,0.46,1.9147059287382429,1000,1000,0,0.894
0.0,-0.5,1.92,1000,1000,0,0.888
0.0,0.5,1.92,1000,1000,0,0.869
0.0,-0.47,1.9283034401854584,1000,1000,0,0.89
0.0,0.47,1.9283034401854584,1000,1000,0,0.887
0.0,-0.49,1.9311432215493631,1000,1000,0,0.883
0.0,0.49,1.9311432215493631,1000,1000,0,0.886
0.0,-0.48,1.9338684492749296,1000,1000,0,0.87
0.0,0.48,1.9338684492749296,1000,1000,0,0.893
0.05,0.0,0.0,1000,1000,0,0.835
0.05,-1.5,0.0008040365613291915,1000,1000,0,0.998
0.05,1.5,0.0008040365613291915,1000,1000,0,1.0
0.05,-1.49,0.0008592739096300577,1000,1000,0,1.0
0.05,1.49,0.0008592739096300577,1000,1000,0,0.999
0.05,-1.48,0.0009187001511788128,1000,1000,0,0.999
0.05,1.48,0.0009187001511788128,1000,1000,0,0.996
0.05,-1.47,0.000982662600765714,1000,1000,0,0.996
0.05,1.47,0.000982662600765714,1000,1000,0,0.998
0.05,-1.46,0.001051539787313995,1000,1000,0,0.997
0.05,1.46,0.001051539787313995,1000,1000,0,0.996
0.05,-1.45,0.001125744469935113,1000,1000,0,0.998
0.05,1.45,0.001125744469935113,1000,1000,0,0.996
0.05,-0.01,0.0011999999999615998,1000,1000,0,0.86
0.05,0.01,0.0011999999999615998,1000,1000,0,0.834
0.05,-1.44,0.0012057269647741244,1000,1000,0,0.995
0.05,1.44,0.0012057269647741244,1000,1000,0,0.99
0.05,-1.43,0.001291978816507661,1000,1000,0,0.996
0.05,1.43,0.001291978816507661,1000,1000,0,0.997
0.05,-1.42,0.001385036852220324,1000,1000,0,0.991
0.05,1.42,0.001385036852220324,1000,1000,0,0.999
0.05,-1.41,0.00148548765970461,1000,1000,0,0.999
0.05,1.41,0.00148548765970461,1000,1000,0,0.995
0.05,-1.4,0.0015939725370594567,1000,1000,0,0.998
0.05,1.4,0.0015939725370594567,1000,1000,0,0.999
0.05,-1.39,0.001711192965864326,1000,1000,0,0.997
0.05,1.39,0.001711192965864326,1000,1000,0,0.996
0.05,-1.38,0.0018379166662479064,1000,1000,0,1.0
0.05,1.38,0.0018379166662479064,1000,1000,0,0.997
0.05,-1.37,0.0019749842989293677,1000,1000,0,0.999
0.05,1.37,0.0019749842989293677,1000,1000,0,0.999
0.05,-1.36,0.0021233168868709552,1000,1000,0,0.996
0.05,1.36,0.0021233168868709552,1000,1000,0,0.998
0.05,-1.35,0.002283924037638442,1000,1000,0,0.997
0.05,1.35,0.002283924037638442,1000,1000,0,0.999
0.05,-1.34,0.002457913057026501,1000,1000,0,0.998
0.05,1.34,0.002457913057026501,1000,1000,0,0.997
0.05,-1.33,0.0026464990550864407,1000,1000,0,0.998
0.05,1.33,0.0026464990550864407,1000,1000,0,0.998
0.05,-1.32,0.0028510161575244905,1000,1000,0,0.998
0.05,1.32,0.0028510161575244905,1000,1000,0,0.997
0.05,-1.31,0.003072929948663575,1000,1000,0,0.996
0.05,1.31,0.003072929948663575,1000,1000,0,0.998
0.05,-1.3,0.003313851286939209,1000,1000,0,0.996
0.05,1.3,0.003313851286939209,1000,1000,0,0.997
0.05,-1.29,0.0035755516504052216,1000,1000,0,0.997
0.05,1.29,0.0035755516504052216,1000,1000,0,0.995
0.05,-1.28,0.003859980188148721,1000,1000,0,0.995
0.05,1.28,0.003859980188148721,1000,1000,0,0.992
0.05,-1.27,0.004169282674064593,1000,1000,0,0.996
0.05,1.27,0.004169282674064593,1000,1000,0,0.993
0.05,-1.26,0.004505822582343889,1000,1000,0,0.995
0.05,1.26,0.004505822582343889,1000,1000,0,0.996
0.05,-0.02,0.004799999990169601,1000,1000,0,0.841
0.05,0.02,0.004799999990169601,1000,1000,0,0.82
0.05,-1.25,0.004872204529531695,1000,1000,0,0.993
0.05,1.25,0.004872204529531695,1000,1000,0,0.995
0.05,-1.24,0.005271300356368939,1000,1000,0,0.994
0.05,1.24,0.005271300356368939,1000,1000,0,0.997
0.05,-1.23,0.005706278154125387,1000,1000,0,0.995
0.05,1.23,0.005706278154125387,1000,1000,0,0.991
0.05,-1.22,0.006180634575046596,1000,1000,0,0.997
0.05,1.22,0.006180634575046596,1000,1000,0,0.993
0.05,-1.21,0.0066982308051735835,1000,1000,0,0.993
0.05,1.21,0.0066982308051735835,1000,1000,0,0.995
0.05,-1.2,0.007263332620450754,1000,1000,0,0.998
0.05,1.2,0.007263332620450754,1000,1000,0,0.989
0.05,-1.19,0.007880654994009717,1000,1000,0,0.992
0.05,1.19,0.007880654994009717,1000,1000,0,0.99
0.05,-1.18,0.008555411774080894,1000,1000,0,0.989
0.05,1.18,0.008555411774080894,1000,1000,0,0.993
0.05,-1.17,0.009293371008384411,1000,1000,0,0.996
0.05,1.17,0.009293371008384411,1000,1000,0,0.991
0.05,-1.16,0.010100916552275385,1000,1000,0,0.994
0.05,1.16,0.010100916552275385,1000,1000,0,0.989
0.05,-0.03,0.010799999748057605,1000,1000,0,0.838
0.05,0.03,0.010799999748057605,1000,1000,0,0.859
0.05,-1.15,0.010985116664471408,1000,1000,0,0.984
0.05,1.15,0.010985116664471408,1000,1000,0,0.991
0.05,-1.14,0.011953800365858845,1000,1000,0,0.99
0.05,1.14,0.011953800365858845,1000,1000,0,0.987
0.05,-1.13,0.013015642413479798,1000,1000,0,0.992
0.05,1.13,0.013015642413479798,1000,1000,0,0.992
0.05,-1.12,0.0141802578229385,1000,1000,0,0.986
0.05,1.12,0.0141802578229385,1000,1000,0,0.987
0.05,-1.11,0.015458306957428303,1000,1000,0,0.984
0.05,1.11,0.015458306957428303,1000,1000,0,0.984
0.05,-1.1,0.016861612289265113,1000,1000,0,0.983
0.05,1.1,0.016861612289265113,1000,1000,0,0.988
0.05,-1.09,0.018403288028604223,1000,1000,0,0.985
0.05,1.09,0.018403288028604223,1000,1000,0,0.978
0.05,-0.04,0.01919999748341785,1000,1000,0,0.851
0.05,0.04,0.01919999748341785,1000,1000,0,0.853
0.05,-1.08,0.020097883901630576,1000,1000,0,0.981
0.05,1.08,0.020097883901630576,1000,1000,0,0.984
0.05,-1.07,0.021961544443826305,1000,1000,0,0.988
0.05,1.07,0.021961544443826305,1000,1000,0,0.977
0.05,-1.06,0.024012185248739843,1000,1000,0,0.978
0.05,1.06,0.024012185248739843,1000,1000,0,0.978
0.05,-1.05,0.026269687673482277,1000,1000,0,0.989
0.05,1.05,0.026269687673482277,1000,1000,0,0.982
0.05,-1.04,0.02875611354177527,1000,1000,0,0.981
0.05,1.04,0.02875611354177527,1000,1000,0,0.969
0.05,-0.05,0.02999998500000563,1000,1000,0,0.847
0.05,0.05,0.02999998500000563,1000,1000,0,0.851
0.05,-1.03,0.03149594139454397,1000,1000,0,0.982
0.05,1.03,0.03149594139454397,1000,1000,0,0.974
0.05,-1.02,0.03451632580507263,1000,1000,0,0.964
0.05,1.02,0.03451632580507263,1000,1000,0,0.969
0.05,-1.01,0.03784738118588884,1000,1000,0,0.963
0.05,1.01,0.03784738118588884,1000,1000,0,0.972
0.05,-1.0,0.04152249134948097,1000,1000,0,0.958
0.05,1.0,0.04152249134948097,1000,1000,0,0.969
0.05,-0.06,0.04319993550281783,1000,1000,0,0.845
0.05,0.06,0.04319993550281783,1000,1000,0,0.835
0.05,-0.99,0.045578645822079836,1000,1000,0,0.961
0.05,0.99,0.045578645822079836,1000,1000,0,0.958
0.05,-0.98,0.05005680352147241,1000,1000,0,0.953
0.05,0.98,0.05005680352147241,1000,1000,0,0.96
0.05,-0.97,0.05500228386285701,1000,1000,0,0.96
0.05,0.97,0.05500228386285701,1000,1000,0,0.956
0.05,-0.07,0.05879977863226665,1000,1000,0,0.871
0.05,0.07,0.05879977863226665,1000,1000,0,0.86
0.05,-0.96,0.06046518461134927,1000,1000,0,0.953
0.05,0.96,0.06046518461134927,1000,1000,0,0.958
0.05,-0.95,0.06650082480906248,1000,1000,0,0.944
0.05,0.95,0.06650082480906248,1000,1000,0,0.953
0.05,-0.94,0.07317020981432597,1000,1000,0,0.934
0.05,0.94,0.07317020981432597,1000,1000,0,0.942
0.05,-0.08,0.07679935575895884,1000,1000,0,0.843
0.05,0.08,0.07679935575895884,1000,1000,0,0.832
0.05,-0.93,0.08054051383851042,1000,1000,0,0.943
0.05,0.93,0.08054051383851042,1000,1000,0,0.937
0.05,-0.92,0.08868557328277528,1000,1000,0,0.927
0.05,0.92,0.08868557328277528,1000,1000,0,0.939
0.05,-0.09,0.09719834702699662,1000,1000,0,0.819
0.05,0.09,0.09719834702699662,1000,1000,0,0.838
0.05,-0.91,0.09768638158746905,1000,1000,0,0.93
0.05,0.91,0.09768638158746905,1000,1000,0,0.91
0.05,-0.9,0.10763157313187557,1000,1000,0,0.916
0.05,0.9,0.10763157313187557,1000,1000,0,0.924
0.05,-0.89,0.11861787988279328,1000,1000,0,0.914
0.05,0.89,0.11861787988279328,1000,1000,0,0.925
0.05,-0.1,0.11999616009215804,1000,1000,0,0.859
0.05,0.1,0.11999616009215804,1000,1000,0,0.833
0.05,-0.88,0.1307505399148652,1000,1000,0,0.917
0.05,0.88,0.1307505399148652,1000,1000,0,0.903
0.05,-0.87,0.14414363155688628,1000,1000,0,0.916
0.05,0.87,0.14414363155688628,1000,1000,0,0.905
0.05,-0.11,0.14519176896893382,1000,1000,0,0.832
0.05,0.11,0.14519176896893382,1000,1000,0,0.856
0.05,-0.86,0.15892030072772242,1000,1000,0,0.888
0.05,0.86,0.15892030072772242,1000,1000,0,0.911
0.05,-0.12,0.17278348988605746,1000,1000,0,0.853
0.05,0.12,0.17278348988605746,1000,1000,0,0.839
0.05,-0.85,0.17521284202890733,1000,1000,0,0.909
0.05,0.85,0.17521284202890733,1000,1000,0,0.889
0.05,-0.84,0.1931625864407521,1000,1000,0,0.892
0.05,0.84,0.1931625864407521,1000,1000,0,0.89
0.05,-0.13,0.20276867956862607,1000,1000,0,0.854
0.05,0.13,0.20276867956862607,1000,1000,0,0.837
0.05,-0.83,0.21291954020056456,1000,1000,0,0.883
0.05,0.83,0.21291954020056456,1000,1000,0,0.891
0.05,-0.82,0.23464171092655278,1000,1000,0,0.895
0.05,0.82,0.23464171092655278,1000,1000,0,0.878
0.05,-0.14,0.23514333993943035,1000,1000,0,0.847
0.05,0.14,0.23514333993943035,1000,1000,0,0.851
0.05,-0.81,0.2584940487525062,1000,1000,0,0.874
0.05,0.81,0.2584940487525062,1000,1000,0,0.892
0.05,-0.15,0.26990161189766443,1000,1000,0,0.837
0.05,0.15,0.26990161189766443,1000,1000,0,0.859
0.05,-0.8,0.2846469228206227,1000,1000,0,0.868
0.05,0.8,0.2846469228206227,1000,1000,0,0.884
0.05,-0.16,0.30703513964035173,1000,1000,0,0.832
0.05,0.16,0.30703513964035173,1000,1000,0,0.854
0.05,-0.79,0.3132740478451049,1000,1000,0,0.876
0.05,0.79,0.3132740478451049,1000,1000,0,0.869
0.05,-0.78,0.3445497727768891,1000,1000,0,0.855
0.05,0.78,0.3445497727768891,1000,1000,0,0.873
0.05,-0.17,0.34653228601140323,1000,1000,0,0.853
0.05,0.17,0.34653228601140323,1000,1000,0,0.845
0.05,-0.77,0.37864564531931555,1000,1000,0,0.853
0.05,0.77,0.37864564531931555,1000,1000,0,0.87
0.05,-0.18,0.38837717869141103,1000,1000,0,0.863
0.05,0.18,0.38837717869141103,1000,1000,0,0.866
0.05,-0.76,0.41572617387825983,1000,1000,0,0.866
0.05,0.76,0.41572617387825983,1000,1000,0,0.853
0.05,-0.19,0.43254856680543297,1000,1000,0,0.852
0.05,0.19,0.43254856680543297,1000,1000,0,0.828
0.05,-0.75,0.4559437243938262,1000,1000,0,0.849
0.05,0.75,0.4559437243938262,1000,1000,0,0.874
0.05,-0.2,0.47901846789049146,1000,1000,0,0.848
0.05,0.2,0.47901846789049146,1000,1000,0,0.823
0.05,-0.74,0.4994325153921041,1000,1000,0,0.856
0.05,0.74,0.4994325153921041,1000,1000,0,0.861
0.05,-0.21,0.5277505863365177,1000,1000,0,0.88
0.05,0.21,0.5277505863365177,1000,1000,0,0.849
0.05,-0.73,0.5463017123971913,1000,1000,0,0.829
0.05,0.73,0.5463017123971913,1000,1000,0,0.849
0.05,-0.22,0.5786984866487767,1000,1000,0,0.84
0.05,0.22,0.5786984866487767,1000,1000,0,0.848
0.05,-0.72,0.5966276740357311,1000,1000,0,0.862
0.05,0.72,0.5966276740357311,1000,1000,0,0.854
0.05,-0.23,0.6318035084817841,1000,1000,0,0.838
0.05,0.23,0.6318035084817841,1000,1000,0,0.865
0.05,-0.71,0.6504454674471667,1000,1000,0,0.848
0.05,0.71,0.6504454674471667,1000,1000,0,0.84
0.05,-0.24,0.6869924157200895,1000,1000,0,0.857
0.05,0.24,0.6869924157200895,1000,1000,0,0.847
0.05,-0.7,0.7077398494427007,1000,1000,0,0.856
0.05,0.7,0.7077398494427007,1000,1000,0,0.857
0.05,-0.25,0.744174779330497,1000,1000,0,0.844
0.05,0.25,0.744174779330497,1000,1000,0,0.848
0.05,-0.69,0.7684359999585705,1000,1000,0,0.868
0.05,0.69,0.7684359999585705,1000,1000,0,0.819
0.05,-0.26,0.8032401037160283,1000,1000,0,0.856
0.05,0.26,0.8032401037160283,1000,1000,0,0.823
0.05,-0.68,0.8323903912442425,1000,1000,0,0.832
0.05,0.68,0.8323903912442425,1000,1000,0,0.852
0.05,-0.27,0.864054719305603,1000,1000,0,0.846
0.05,0.27,0.864054719305603,1000,1000,0,0.855
0.05,-0.67,0.8993822728906978,1000,1000,0,0.851
0.05,0.67,0.8993822728906978,1000,1000,0,0.862
0.05,-0.28,0.9264584805288438,1000,1000,0,0.865
0.05,0.28,0.9264584805288438,1000,1000,0,0.847
0.05,-0.66,0.9691063395961947,1000,1000,0,0.861
0.05,0.66,0.9691063395961947,1000,1000,0,0.851
0.05,-0.29,0.9902613284849495,1000,1000,0,0.856
0.05,0.29,0.9902613284849495,1000,1000,0,0.851
0.05,-0.65,1.041167213552968,1000,1000,0,0.856
0.05,0.65,1.041167213552968,1000,1000,0,0.866
0.05,-0.3,1.0552398016959998,1000,1000,0,0.883
0.05,0.3,1.0552398016959998,1000,1000,0,0.839
0.05,-0.64,1.1150764031488263,1000,1000,0,0.854
0.05,0.64,1.1150764031488263,1000,1000,0,0.873
0.05,-0.31,1.1211336062658486,1000,1000,0,0.86
0.05,0.31,1.1211336062658486,1000,1000,0,0.838
0.05,-0.32,1.187642388106947,1000,1000,0,0.85
0.05,0.32,1.187642388106947,1000,1000,0,0.841
0.05,-0.63,1.1902523809602896,1000,1000,0,0.846
0.05,0.63,1.1902523809602896,1000,1000,0,0.859
0.05,-0.33,1.2544228837090776,1000,1000,0,0.852
0.05,0.33,1.2544228837090776,1000,1000,0,0.854
0.05,-0.62,1.266024345442561,1000,1000,0,0.849
0.05,0.62,1.266024345442561,1000,1000,0,0.874
0.05,-0.34,1.321086660623831,1000,1000,0,0.851
0.05,0.34,1.321086660623831,1000,1000,0,0.847
0.05,-0.61,1.3416400853735964,1000,1000,0,0.855
0.05,0.61,1.3416400853735964,1000,1000,0,0.865
0.05,-0.35,1.387198692069496,1000,1000,0,0.857
0.05,0.35,1.387198692069496,1000,1000,0,0.844
0.05,-0.6,1.4162781538589695,1000,1000,0,0.856
0.05,0.6,1.4162781538589695,1000,1000,0,0.849
0.05,-0.36,1.452277038594171,1000,1000,0,0.858
0.05,0.36,1.452277038594171,1000,1000,0,0.866
0.05,-0.59,1.489064288136726,1000,1000,0,0.863
0.05,0.59,1.489064288136726,1000,1000,0,0.86
0.05,-0.37,1.5157939294437768,1000,1000,0,0.873
0.05,0.37,1.5157939294437768,1000,1000,0,0.856
0.05,-0.58,1.5590917007145466,1000,1000,0,0.867
0.05,0.58,1.5590917007145466,1000,1000,0,0.85
0.05,-0.38,1.5771785422316904,1000,1000,0,0.869
0.05,0.38,1.5771785422316904,1000,1000,0,0.862
0.05,-0.57,1.6254445436521263,1000,1000,0,0.865
0.05,0.57,1.6254445436521263,1000,1000,0,0.849
0.05,-0.39,1.6358217662064853,1000,1000,0,0.871
0.05,0.39,1.6358217662064853,1000,1000,0,0.859
0.05,-0.56,1.6872235447152832,1000,1000,0,0.874
0.05,0.56,1.6872235447152832,1000,1000,0,0.861
0.05,-0.4,1.691083196275024,1000,1000,0,0.854
0.05,0.4,1.691083196275024,1000,1000,0,0.857
0.05,-0.41,1.7423005369644655,1000,1000,0,0.86
0.05,0.41,1.7423005369644655,1000,1000,0,0.867
0.05,-0.55,1.7435725677180296,1000,1000,0,0.848
0.05,0.55,1.7435725677180296,1000,1000,0,0.872
0.05,-0.42,1.7888014942155301,1000,1000,0,0.847
0.05,0.42,1.7888014942155301,1000,1000,0,0.879
0.05,-0.54,1.7937046927937612,1000,1000,0,0.875
0.05,0.54,1.7937046927937612,1000,1000,0,0.867
0.05,-0.43,1.8299180974041855,1000,1000,0,0.864
0.05,0.43,1.8299180974041855,1000,1000,0,0.886
0.05,-0.53,1.8369263703422312,1000,1000,0,0.858
0.05,0.53,1.8369263703422312,1000,1000,0,0.862
0.05,-0.44,1.8650032271278694,1000,1000,0,0.88
0.05,0.44,1.8650032271278694,1000,1000,0,0.855
0.05,-0.52,1.8726582866632224,1000,1000,0,0.864
0.05,0.52,1.8726582866632224,1000,1000,0,0.88
0.05,-0.45,1.8934489335981672,1000,1000,0,0.87
0.05,0.45,1.8934489335981672,1000,1000,0,0.854
0.05,-0.51,1.9004517857074674,1000,1000,0,0.871
0.05,0.51,1.9004517857074674,1000,1000,0,0.885
0.05,-0.46,1.9147059287382429,1000,1000,0,0.877
0.05,0.46,1.9147059287382429,1000,1000,0,0.858
0.05,-0.5,1.92,1000,1000,0,0.853
0.05,0.5,1.92,1000,1000,0,0.881
0.05,-0.47,1.9283034401854584,1000,1000,0,0.87
0.05,0.47,1.9283034401854584,1000,1000,0,0.882
0.05,-0.49,1.9311432215493631,1000,1000,0,0.864
0.05,0.49,1.9311432215493631,1000,1000,0,0.866
0.05,-0.48,1.9338684492749296,1000,1000,0,0.868
0.05,0.48,1.9338684492749296,1000,1000,0,0.877
0.1,0.0,0.0,1000,1000,0,0.82
0.1,-1.5,0.0008040365613291915,1000,1000,0,0.998
0.1,1.5,0.0008040365613291915,1000,1000,0,0.999
0.1,-1.49,0.0008592739096300577,1000,1000,0,0.999
0.1,1.49,0.0008592739096300577,1000,1000,0,0.996
0.1,-1.48,0.0009187001511788128,1000,1000,0,0.997
0.1,1.48,0.0009187001511788128,1000,1000,0,0.994
0.1,-1.47,0.000982662600765714,1000,1000,0,1.0
0.1,1.47,0.000982662600765714,1000,1000,0,1.0
0.1,-1.46,0.001051539787313995,1000,1000,0,0.997
0.1,1.46,0.001051539787313995,1000,1000,0,0.998
0.1,-1.45,0.001125744469935113,1000,1000,0,0.996
0.1,1.45,0.001125744469935113,1000,1000,0,0.998
0.1,-0.01,0.0011999999999615998,1000,1000,0,0.828
0.1,0.01,0.0011999999999615998,1000,1000,0,0.801
0.1,-1.44,0.0012057269647741244,1000,1000,0,0.999
0.1,1.44,0.0012057269647741244,1000,1000,0,0.999
0.1,-1.43,0.001291978816507661,1000,1000,0,0.998
0.1,1.43,0.001291978816507661,1000,1000,0,0.995
0.1,-1.42,0.001385036852220324,1000,1000,0,0.994
0.1,1.42,0.001385036852220324,1000,1000,0,0.997
0.1,-1.41,0.00148548765970461,1000,1000,0,0.996
0.1,1.41,0.00148548765970461,1000,1000,0,0.997
0.1,-1.4,0.0015939725370594567,1000,1000,0,0.996
0.1,1.4,0.0015939725370594567,1000,1000,0,0.998
0.1,-1.39,0.001711192965864326,1000,1000,0,1.0
0.1,1.39,0.001711192965864326,1000,1000,0,0.999
0.1,-1.38,0.0018379166662479064,1000,1000,0,0.997
0.1,1.38,0.0018379166662479064,1000,1000,0,0.997
