rho,gamma,m,alpha,beta,n_true,n_valid,n_fail,p_reconciled_better
-0.8,1.5,-0.7853981633974483,-50.0,10.0,1000,1000,0,0.921
-0.8,1.5,-0.7853981633974483,-50.0,25.0,1000,1000,0,0.99
-0.8,1.5,-0.7853981633974483,-25.0,-25.0,1000,1000,0,0.995
-0.8,1.5,-0.7853981633974483,-25.0,-10.0,1000,1000,0,0.975
-0.8,1.5,-0.7853981633974483,-25.0,0.0,1000,1000,0,0.961
-0.8,1.5,-0.7853981633974483,-25.0,10.0,1000,1000,0,0.976
-0.8,1.5,-0.7853981633974483,-25.0,25.0,1000,1000,0,0.999
-0.8,1.5,-0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
-0.8,1.5,-0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
-0.8,1.5,-0.7853981633974483,0.0,0.0,1000,1000,0,0.997
-0.8,1.5,-0.7853981633974483,0.0,10.0,1000,1000,0,0.998
-0.8,1.5,-0.7853981633974483,0.0,25.0,1000,1000,0,1.0
-0.8,1.5,-0.7853981633974483,25.0,-25.0,1000,1000,0,0.998
-0.8,1.5,-0.7853981633974483,25.0,-10.0,1000,1000,0,0.982
-0.8,1.5,-0.7853981633974483,25.0,0.0,1000,1000,0,0.951
-0.8,1.5,-0.7853981633974483,25.0,10.0,1000,1000,0,0.976
-0.8,1.5,-0.7853981633974483,25.0,25.0,1000,1000,0,0.998
-0.8,1.5,-0.7853981633974483,50.0,-25.0,1000,1000,0,0.999
-0.8,1.5,-0.7853981633974483,50.0,-10.0,1000,1000,0,0.905
-0.8,1.5,-0.7853981633974483,50.0,0.0,1000,1000,0,0.778
-0.8,1.5,-0.7853981633974483,50.0,10.0,1000,1000,0,0.843
-0.8,1.5,-0.7853981633974483,50.0,25.0,1000,1000,0,0.984
-0.4,1.5,-0.7853981633974483,-50.0,-25.0,1000,1000,0,0.998
-0.4,1.5,-0.7853981633974483,-50.0,-10.0,1000,1000,0,0.942
-0.4,1.5,-0.7853981633974483,-50.0,0.0,1000,1000,0,0.865
-0.4,1.5,-0.7853981633974483,-50.0,10.0,1000,1000,0,0.909
-0.4,1.5,-0.7853981633974483,-50.0,25.0,1000,1000,0,0.992
-0.4,1.5,-0.7853981633974483,-25.0,-25.0,1000,1000,0,0.998
-0.4,1.5,-0.7853981633974483,-25.0,-10.0,1000,1000,0,0.98
-0.4,1.5,-0.7853981633974483,-25.0,0.0,1000,1000,0,0.957
-0.4,1.5,-0.7853981633974483,-25.0,10.0,1000,1000,0,0.978
-0.4,1.5,-0.7853981633974483,-25.0,25.0,1000,1000,0,0.998
-0.4,1.5,-0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
-0.4,1.5,-0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
-0.4,1.5,-0.7853981633974483,0.0,0.0,1000,1000,0,0.999
-0.4,1.5,-0.7853981633974483,0.0,10.0,1000,1000,0,0.997
-0.4,1.5,-0.7853981633974483,0.0,25.0,1000,1000,0,1.0
-0.4,1.5,-0.7853981633974483,25.0,-25.0,1000,1000,0,1.0
-0.4,1.5,-0.7853981633974483,25.0,-10.0,1000,1000,0,0.97
-0.4,1.5,-0.7853981633974483,25.0,0.0,1000,1000,0,0.952
-0.4,1.5,-0.7853981633974483,25.0,10.0,1000,1000,0,0.968
-0.4,1.5,-0.7853981633974483,25.0,25.0,1000,1000,0,0.999
-0.4,1.5,-0.7853981633974483,50.0,-25.0,1000,1000,0,0.998
-0.4,1.5,-0.7853981633974483,50.0,-10.0,1000,1000,0,0.92
-0.4,1.5,-0.7853981633974483,50.0,0.0,1000,1000,0,0.809
-0.4,1.5,-0.7853981633974483,50.0,10.0,1000,1000,0,0.853
-0.4,1.5,-0.7853981633974483,50.0,25.0,1000,1000,0,0.983
0.0,1.5,-0.7853981633974483,-50.0,-25.0,1000,1000,0,0.995
0.0,1.5,-0.7853981633974483,-50.0,-10.0,1000,1000,0,0.949
0.0,1.5,-0.7853981633974483,-50.0,0.0,1000,1000,0,0.884
0.0,1.5,-0.7853981633974483,-50.0,10.0,1000,1000,0,0.908
0.0,1.5,-0.7853981633974483,-50.0,25.0,1000,1000,0,0.992
0.0,1.5,-0.7853981633974483,-25.0,-25.0,1000,1000,0,1.0
0.0,1.5,-0.7853981633974483,-25.0,-10.0,1000,1000,0,0.986
0.0,1.5,-0.7853981633974483,-25.0,0.0,1000,1000,0,0.976
0.0,1.5,-0.7853981633974483,-25.0,10.0,1000,1000,0,0.97
0.0,1.5,-0.7853981633974483,-25.0,25.0,1000,1000,0,0.999
0.0,1.5,-0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
0.0,1.5,-0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
0.0,1.5,-0.7853981633974483,0.0,0.0,1000,1000,0,1.0
0.0,1.5,-0.7853981633974483,0.0,10.0,1000,1000,0,0.999
0.0,1.5,-0.7853981633974483,0.0,25.0,1000,1000,0,1.0
0.0,1.5,-0.7853981633974483,25.0,-25.0,1000,1000,0,0.997
0.0,1.5,-0.7853981633974483,25.0,-10.0,1000,1000,0,0.973
0.0,1.5,-0.7853981633974483,25.0,0.0,1000,1000,0,0.953
0.0,1.5,-0.7853981633974483,25.0,10.0,1000,1000,0,0.978
0.0,1.5,-0.7853981633974483,25.0,25.0,1000,1000,0,0.999
0.0,1.5,-0.7853981633974483,50.0,-25.0,1000,1000,0,0.994
0.0,1.5,-0.7853981633974483,50.0,-10.0,1000,1000,0,0.914
0.0,1.5,-0.7853981633974483,50.0,0.0,1000,1000,0,0.803
0.0,1.5,-0.7853981633974483,50.0,10.0,1000,1000,0,0.839
0.0,1.5,-0.7853981633974483,50.0,25.0,1000,1000,0,0.98
0.4,1.5,-0.7853981633974483,-50.0,-25.0,1000,1000,0,0.997
0.4,1.5,-0.7853981633974483,-50.0,-10.0,1000,1000,0,0.959
0.4,1.5,-0.7853981633974483,-50.0,0.0,1000,1000,0,0.896
0.4,1.5,-0.7853981633974483,-50.0,10.0,1000,1000,0,0.909
0.4,1.5,-0.7853981633974483,-50.0,25.0,1000,1000,0,0.991
0.4,1.5,-0.7853981633974483,-25.0,-25.0,1000,1000,0,1.0
0.4,1.5,-0.7853981633974483,-25.0,-10.0,1000,1000,0,0.988
0.4,1.5,-0.7853981633974483,-25.0,0.0,1000,1000,0,0.963
0.4,1.5,-0.7853981633974483,-25.0,10.0,1000,1000,0,0.981
0.4,1.5,-0.7853981633974483,-25.0,25.0,1000,1000,0,0.998
0.4,1.5,-0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
0.4,1.5,-0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
0.4,1.5,-0.7853981633974483,0.0,0.0,1000,1000,0,0.998
0.4,1.5,-0.7853981633974483,0.0,10.0,1000,1000,0,1.0
0.4,1.5,-0.7853981633974483,0.0,25.0,1000,1000,0,1.0
0.4,1.5,-0.7853981633974483,25.0,-25.0,1000,1000,0,0.998
0.4,1.5,-0.7853981633974483,25.0,-10.0,1000,1000,0,0.978
0.4,1.5,-0.7853981633974483,25.0,0.0,1000,1000,0,0.954
0.4,1.5,-0.7853981633974483,25.0,10.0,1000,1000,0,0.976
0.4,1.5,-0.7853981633974483,25.0,25.0,1000,1000,0,0.999
0.4,1.5,-0.7853981633974483,50.0,-25.0,1000,1000,0,0.996
0.4,1.5,-0.7853981633974483,50.0,-10.0,1000,1000,0,0.9
0.4,1.5,-0.7853981633974483,50.0,0.0,1000,1000,0,0.786
0.4,1.5,-0.7853981633974483,50.0,10.0,1000,1000,0,0.82
0.4,1.5,-0.7853981633974483,50.0,25.0,1000,1000,0,0.987
0.8,1.5,-0.7853981633974483,-50.0,-25.0,1000,1000,0,0.998
0.8,1.5,-0.7853981633974483,-50.0,-10.0,1000,1000,0,0.95
0.8,1.5,-0.7853981633974483,-50.0,0.0,1000,1000,0,0.882
0.8,1.5,-0.7853981633974483,-50.0,10.0,1000,1000,0,0.929
0.8,1.5,-0.7853981633974483,-50.0,25.0,1000,1000,0,0.99
0.8,1.5,-0.7853981633974483,-25.0,-25.0,1000,1000,0,0.999
0.8,1.5,-0.7853981633974483,-25.0,-10.0,1000,1000,0,0.979
0.8,1.5,-0.7853981633974483,-25.0,0.0,1000,1000,0,0.969
0.8,1.5,-0.7853981633974483,-25.0,10.0,1000,1000,0,0.98
0.8,1.5,-0.7853981633974483,-25.0,25.0,1000,1000,0,0.999
0.8,1.5,-0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
0.8,1.5,-0.7853981633974483,0.0,-10.0,1000,1000,0,0.999
0.8,1.5,-0.7853981633974483,0.0,0.0,1000,1000,0,0.999
0.8,1.5,-0.7853981633974483,0.0,10.0,1000,1000,0,1.0
0.8,1.5,-0.7853981633974483,0.0,25.0,1000,1000,0,1.0
0.8,1.5,-0.7853981633974483,25.0,-25.0,1000,1000,0,0.999
0.8,1.5,-0.7853981633974483,25.0,-10.0,1000,1000,0,0.984
0.8,1.5,-0.7853981633974483,25.0,0.0,1000,1000,0,0.955
0.8,1.5,-0.7853981633974483,25.0,10.0,1000,1000,0,0.972
0.8,1.5,-0.7853981633974483,25.0,25.0,1000,1000,0,1.0
0.8,1.5,-0.7853981633974483,50.0,-25.0,1000,1000,0,0.995
0.8,1.5,-0.7853981633974483,50.0,-10.0,1000,1000,0,0.919
0.8,1.5,-0.7853981633974483,50.0,0.0,1000,1000,0,0.82
0.8,1.5,-0.7853981633974483,50.0,10.0,1000,1000,0,0.832
0.8,1.5,-0.7853981633974483,50.0,25.0,1000,1000,0,0.986
-0.8,1.5,0.0,-50.0,-25.0,1000,1000,0,0.999
-0.8,1.5,0.0,-50.0,-10.0,1000,1000,0,0.989
-0.8,1.5,0.0,-50.0,0.0,1000,1000,0,0.986
-0.8,1.5,0.0,-50.0,10.0,1000,1000,0,0.996
-0.8,1.5,0.0,-50.0,25.0,1000,1000,0,1.0
-0.8,1.5,0.0,-25.0,-25.0,1000,1000,0,1.0
-0.8,1.5,0.0,-25.0,-10.0,1000,1000,0,0.995
-0.8,1.5,0.0,-25.0,0.0,1000,1000,0,0.989
-0.8,1.5,0.0,-25.0,10.0,1000,1000,0,0.99
-0.8,1.5,0.0,-25.0,25.0,1000,1000,0,1.0
-0.8,1.5,0.0,0.0,-25.0,1000,1000,0,1.0
-0.8,1.5,0.0,0.0,-10.0,1000,1000,0,1.0
-0.8,1.5,0.0,0.0,0.0,1000,1000,0,0.998
-0.8,1.5,0.0,0.0,10.0,1000,1000,0,0.996
-0.8,1.5,0.0,0.0,25.0,1000,1000,0,1.0
-0.8,1.5,0.0,25.0,-25.0,1000,1000,0,1.0
-0.8,1.5,0.0,25.0,-10.0,1000,1000,0,0.995
-0.8,1.5,0.0,25.0,0.0,1000,1000,0,0.991
-0.8,1.5,0.0,25.0,10.0,1000,1000,0,0.995
-0.8,1.5,0.0,25.0,25.0,1000,1000,0,1.0
-0.8,1.5,0.0,50.0,-25.0,1000,1000,0,0.998
-0.8,1.5,0.0,50.0,-10.0,1000,1000,0,0.99
-0.8,1.5,0.0,50.0,0.0,1000,1000,0,0.979
-0.8,1.5,0.0,50.0,10.0,1000,1000,0,0.988
-0.8,1.5,0.0,50.0,25.0,1000,1000,0,0.999
-0.4,1.5,0.0,-50.0,-25.0,1000,1000,0,1.0
-0.4,1.5,0.0,-50.0,-10.0,1000,1000,0,0.996
-0.4,1.5,0.0,-50.0,0.0,1000,1000,0,0.985
-0.4,1.5,0.0,-50.0,10.0,1000,1000,0,0.989
-0.4,1.5,0.0,-50.0,25.0,1000,1000,0,0.999
-0.4,1.5,0.0,-25.0,-25.0,1000,1000,0,1.0
-0.4,1.5,0.0,-25.0,-10.0,1000,1000,0,0.997
-0.4,1.5,0.0,-25.0,0.0,1000,1000,0,0.99
-0.4,1.5,0.0,-25.0,10.0,1000,1000,0,0.995
-0.4,1.5,0.0,-25.0,25.0,1000,1000,0,1.0
-0.4,1.5,0.0,0.0,-25.0,1000,1000,0,1.0
-0.4,1.5,0.0,0.0,-10.0,1000,1000,0,0.998
-0.4,1.5,0.0,0.0,0.0,1000,1000,0,1.0
-0.4,1.5,0.0,0.0,10.0,1000,1000,0,1.0
-0.4,1.5,0.0,0.0,25.0,1000,1000,0,1.0
-0.4,1.5,0.0,25.0,-25.0,1000,1000,0,1.0
-0.4,1.5,0.0,25.0,-10.0,1000,1000,0,0.997
-0.4,1.5,0.0,25.0,0.0,1000,1000,0,0.99
-0.4,1.5,0.0,25.0,10.0,1000,1000,0,0.995
-0.4,1.5,0.0,25.0,25.0,1000,1000,0,1.0
-0.4,1.5,0.0,50.0,-25.0,1000,1000,0,0.999
-0.4,1.5,0.0,50.0,-10.0,1000,1000,0,0.99
-0.4,1.5,0.0,50.0,0.0,1000,1000,0,0.982
-0.4,1.5,0.0,50.0,10.0,1000,1000,0,0.988
-0.4,1.5,0.0,50.0,25.0,1000,1000,0,1.0
0.0,1.5,0.0,-50.0,-25.0,1000,1000,0,0.997
0.0,1.5,0.0,-50.0,-10.0,1000,1000,0,0.986
0.0,1.5,0.0,-50.0,0.0,1000,1000,0,0.983
0.0,1.5,0.0,-50.0,10.0,1000,1000,0,0.993
0.0,1.5,0.0,-50.0,25.0,1000,1000,0,1.0
0.0,1.5,0.0,-25.0,-25.0,1000,1000,0,0.999
0.0,1.5,0.0,-25.0,-10.0,1000,1000,0,0.993
0.0,1.5,0.0,-25.0,0.0,1000,1000,0,0.99
0.0,1.5,0.0,-25.0,10.0,1000,1000,0,0.996
0.0,1.5,0.0,-25.0,25.0,1000,1000,0,1.0
0.0,1.5,0.0,0.0,-25.0,1000,1000,0,1.0
0.0,1.5,0.0,0.0,-10.0,1000,1000,0,1.0
0.0,1.5,0.0,0.0,0.0,1000,1000,0,1.0
0.0,1.5,0.0,0.0,10.0,1000,1000,0,1.0
0.0,1.5,0.0,0.0,25.0,1000,1000,0,1.0
0.0,1.5,0.0,25.0,-25.0,1000,1000,0,0.999
0.0,1.5,0.0,25.0,-10.0,1000,1000,0,0.994
0.0,1.5,0.0,25.0,0.0,1000,1000,0,0.992
0.0,1.5,0.0,25.0,10.0,1000,1000,0,0.991
0.0,1.5,0.0,25.0,25.0,1000,1000,0,1.0
0.0,1.5,0.0,50.0,-25.0,1000,1000,0,1.0
0.0,1.5,0.0,50.0,-10.0,1000,1000,0,0.989
0.0,1.5,0.0,50.0,0.0,1000,1000,0,0.975
0.0,1.5,0.0,50.0,10.0,1000,1000,0,0.99
0.0,1.5,0.0,50.0,25.0,1000,1000,0,1.0
0.4,1.5,0.0,-50.0,-25.0,1000,1000,0,1.0
0.4,1.5,0.0,-50.0,-10.0,1000,1000,0,0.988
0.4,1.5,0.0,-50.0,0.0,1000,1000,0,0.976
0.4,1.5,0.0,-50.0,10.0,1000,1000,0,0.989
0.4,1.5,0.0,-50.0,25.0,1000,1000,0,1.0
0.4,1.5,0.0,-25.0,-25.0,1000,1000,0,0.999
0.4,1.5,0.0,-25.0,-10.0,1000,1000,0,0.998
0.4,1.5,0.0,-25.0,0.0,1000,1000,0,0.992
0.4,1.5,0.0,-25.0,10.0,1000,1000,0,0.994
0.4,1.5,0.0,-25.0,25.0,1000,1000,0,0.999
0.4,1.5,0.0,0.0,-25.0,1000,1000,0,1.0
0.4,1.5,0.0,0.0,-10.0,1000,1000,0,1.0
0.4,1.5,0.0,0.0,0.0,1000,1000,0,0.999
0.4,1.5,0.0,0.0,10.0,1000,1000,0,1.0
0.4,1.5,0.0,0.0,25.0,1000,1000,0,0.999
0.4,1.5,0.0,25.0,-25.0,1000,1000,0,1.0
0.4,1.5,0.0,25.0,-10.0,1000,1000,0,0.998
0.4,1.5,0.0,25.0,0.0,1000,1000,0,0.993
0.4,1.5,0.0,25.0,10.0,1000,1000,0,0.996
0.4,1.5,0.0,25.0,25.0,1000,1000,0,1.0
0.4,1.5,0.0,50.0,-25.0,1000,1000,0,0.998
0.4,1.5,0.0,50.0,-10.0,1000,1000,0,0.994
0.4,1.5,0.0,50.0,0.0,1000,1000,0,0.98
0.4,1.5,0.0,50.0,10.0,1000,1000,0,0.992
0.4,1.5,0.0,50.0,25.0,1000,1000,0,0.998
0.8,1.5,0.0,-50.0,-25.0,1000,1000,0,1.0
0.8,1.5,0.0,-50.0,-10.0,1000,1000,0,0.991
0.8,1.5,0.0,-50.0,0.0,1000,1000,0,0.986
0.8,1.5,0.0,-50.0,10.0,1000,1000,0,0.991
0.8,1.5,0.0,-50.0,25.0,1000,1000,0,0.999
0.8,1.5,0.0,-25.0,-25.0,1000,1000,0,1.0
0.8,1.5,0.0,-25.0,-10.0,1000,1000,0,0.995
0.8,1.5,0.0,-25.0,0.0,1000,1000,0,0.988
0.8,1.5,0.0,-25.0,10.0,1000,1000,0,0.997
0.8,1.5,0.0,-25.0,25.0,1000,1000,0,1.0
0.8,1.5,0.0,0.0,-25.0,1000,1000,0,1.0
0.8,1.5,0.0,0.0,-10.0,1000,1000,0,1.0
0.8,1.5,0.0,0.0,0.0,1000,1000,0,0.999
0.8,1.5,0.0,0.0,10.0,1000,1000,0,1.0
0.8,1.5,0.0,0.0,25.0,1000,1000,0,1.0
0.8,1.5,0.0,25.0,-25.0,1000,1000,0,1.0
0.8,1.5,0.0,25.0,-10.0,1000,1000,0,0.995
0.8,1.5,0.0,25.0,0.0,1000,1000,0,0.99
0.8,1.5,0.0,25.0,10.0,1000,1000,0,0.995
0.8,1.5,0.0,25.0,25.0,1000,1000,0,0.998
0.8,1.5,0.0,50.0,-25.0,1000,1000,0,1.0
0.8,1.5,0.0,50.0,-10.0,1000,1000,0,0.991
0.8,1.5,0.0,50.0,0.0,1000,1000,0,0.985
0.8,1.5,0.0,50.0,10.0,1000,1000,0,0.986
0.8,1.5,0.0,50.0,25.0,1000,1000,0,0.998
-0.8,1.5,0.7853981633974483,-50.0,-25.0,1000,1000,0,0.996
-0.8,1.5,0.7853981633974483,-50.0,-10.0,1000,1000,0,0.928
-0.8,1.5,0.7853981633974483,-50.0,0.0,1000,1000,0,0.9
-0.8,1.5,0.7853981633974483,-50.0,10.0,1000,1000,0,0.941
-0.8,1.5,0.7853981633974483,-50.0,25.0,1000,1000,0,0.999
-0.8,1.5,0.7853981633974483,-25.0,-25.0,1000,1000,0,0.999
-0.8,1.5,0.7853981633974483,-25.0,-10.0,1000,1000,0,0.984
-0.8,1.5,0.7853981633974483,-25.0,0.0,1000,1000,0,0.978
-0.8,1.5,0.7853981633974483,-25.0,10.0,1000,1000,0,0.988
-0.8,1.5,0.7853981633974483,-25.0,25.0,1000,1000,0,0.999
-0.8,1.5,0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
-0.8,1.5,0.7853981633974483,0.0,-10.0,1000,1000,0,0.996
-0.8,1.5,0.7853981633974483,0.0,0.0,1000,1000,0,0.997
-0.8,1.5,0.7853981633974483,0.0,10.0,1000,1000,0,0.997
-0.8,1.5,0.7853981633974483,0.0,25.0,1000,1000,0,1.0
-0.8,1.5,0.7853981633974483,25.0,-25.0,1000,1000,0,0.999
-0.8,1.5,0.7853981633974483,25.0,-10.0,1000,1000,0,0.991
-0.8,1.5,0.7853981633974483,25.0,0.0,1000,1000,0,0.985
-0.8,1.5,0.7853981633974483,25.0,10.0,1000,1000,0,0.993
-0.8,1.5,0.7853981633974483,25.0,25.0,1000,1000,0,0.999
-0.8,1.5,0.7853981633974483,50.0,-25.0,1000,1000,0,0.995
-0.8,1.5,0.7853981633974483,50.0,-10.0,1000,1000,0,0.971
-0.8,1.5,0.7853981633974483,50.0,0.0,1000,1000,0,0.949
-0.8,1.5,0.7853981633974483,50.0,10.0,1000,1000,0,0.972
-0.8,1.5,0.7853981633974483,50.0,25.0,1000,1000,0,0.999
-0.4,1.5,0.7853981633974483,-50.0,-25.0,1000,1000,0,0.994
-0.4,1.5,0.7853981633974483,-50.0,-10.0,1000,1000,0,0.95
-0.4,1.5,0.7853981633974483,-50.0,0.0,1000,1000,0,0.902
-0.4,1.5,0.7853981633974483,-50.0,10.0,1000,1000,0,0.95
-0.4,1.5,0.7853981633974483,-50.0,25.0,1000,1000,0,0.997
-0.4,1.5,0.7853981633974483,-25.0,-25.0,1000,1000,0,1.0
-0.4,1.5,0.7853981633974483,-25.0,-10.0,1000,1000,0,0.987
-0.4,1.5,0.7853981633974483,-25.0,0.0,1000,1000,0,0.986
-0.4,1.5,0.7853981633974483,-25.0,10.0,1000,1000,0,0.987
-0.4,1.5,0.7853981633974483,-25.0,25.0,1000,1000,0,1.0
-0.4,1.5,0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
-0.4,1.5,0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
-0.4,1.5,0.7853981633974483,0.0,0.0,1000,1000,0,0.998
-0.4,1.5,0.7853981633974483,0.0,10.0,1000,1000,0,0.998
-0.4,1.5,0.7853981633974483,0.0,25.0,1000,1000,0,1.0
-0.4,1.5,0.7853981633974483,25.0,-25.0,1000,1000,0,0.998
-0.4,1.5,0.7853981633974483,25.0,-10.0,1000,1000,0,0.988
-0.4,1.5,0.7853981633974483,25.0,0.0,1000,1000,0,0.981
-0.4,1.5,0.7853981633974483,25.0,10.0,1000,1000,0,0.988
-0.4,1.5,0.7853981633974483,25.0,25.0,1000,1000,0,1.0
-0.4,1.5,0.7853981633974483,50.0,-25.0,1000,1000,0,0.996
-0.4,1.5,0.7853981633974483,50.0,-10.0,1000,1000,0,0.963
-0.4,1.5,0.7853981633974483,50.0,0.0,1000,1000,0,0.951
-0.4,1.5,0.7853981633974483,50.0,10.0,1000,1000,0,0.983
-0.4,1.5,0.7853981633974483,50.0,25.0,1000,1000,0,1.0
0.0,1.5,0.7853981633974483,-50.0,-25.0,1000,1000,0,0.991
0.0,1.5,0.7853981633974483,-50.0,-10.0,1000,1000,0,0.939
0.0,1.5,0.7853981633974483,-50.0,0.0,1000,1000,0,0.916
0.0,1.5,0.7853981633974483,-50.0,10.0,1000,1000,0,0.955
0.0,1.5,0.7853981633974483,-50.0,25.0,1000,1000,0,0.998
0.0,1.5,0.7853981633974483,-25.0,-25.0,1000,1000,0,0.999
0.0,1.5,0.7853981633974483,-25.0,-10.0,1000,1000,0,0.984
0.0,1.5,0.7853981633974483,-25.0,0.0,1000,1000,0,0.985
0.0,1.5,0.7853981633974483,-25.0,10.0,1000,1000,0,0.989
0.0,1.5,0.7853981633974483,-25.0,25.0,1000,1000,0,0.999
0.0,1.5,0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
0.0,1.5,0.7853981633974483,0.0,-10.0,1000,1000,0,0.999
0.0,1.5,0.7853981633974483,0.0,0.0,1000,1000,0,0.997
0.0,1.5,0.7853981633974483,0.0,10.0,1000,1000,0,0.998
0.0,1.5,0.7853981633974483,0.0,25.0,1000,1000,0,1.0
0.0,1.5,0.7853981633974483,25.0,-25.0,1000,1000,0,1.0
0.0,1.5,0.7853981633974483,25.0,-10.0,1000,1000,0,0.987
0.0,1.5,0.7853981633974483,25.0,0.0,1000,1000,0,0.978
0.0,1.5,0.7853981633974483,25.0,10.0,1000,1000,0,0.99
0.0,1.5,0.7853981633974483,25.0,25.0,1000,1000,0,1.0
0.0,1.5,0.7853981633974483,50.0,-25.0,1000,1000,0,0.999
0.0,1.5,0.7853981633974483,50.0,-10.0,1000,1000,0,0.959
0.0,1.5,0.7853981633974483,50.0,0.0,1000,1000,0,0.943
0.0,1.5,0.7853981633974483,50.0,10.0,1000,1000,0,0.969
0.0,1.5,0.7853981633974483,50.0,25.0,1000,1000,0,0.998
0.4,1.5,0.7853981633974483,-50.0,-25.0,1000,1000,0,0.994
0.4,1.5,0.7853981633974483,-50.0,-10.0,1000,1000,0,0.931
0.4,1.5,0.7853981633974483,-50.0,0.0,1000,1000,0,0.915
0.4,1.5,0.7853981633974483,-50.0,10.0,1000,1000,0,0.947
0.4,1.5,0.7853981633974483,-50.0,25.0,1000,1000,0,1.0
0.4,1.5,0.7853981633974483,-25.0,-25.0,1000,1000,0,0.999
0.4,1.5,0.7853981633974483,-25.0,-10.0,1000,1000,0,0.986
0.4,1.5,0.7853981633974483,-25.0,0.0,1000,1000,0,0.986
0.4,1.5,0.7853981633974483,-25.0,10.0,1000,1000,0,0.985
0.4,1.5,0.7853981633974483,-25.0,25.0,1000,1000,0,1.0
0.4,1.5,0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
0.4,1.5,0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
0.4,1.5,0.7853981633974483,0.0,0.0,1000,1000,0,0.998
0.4,1.5,0.7853981633974483,0.0,10.0,1000,1000,0,0.999
0.4,1.5,0.7853981633974483,0.0,25.0,1000,1000,0,1.0
0.4,1.5,0.7853981633974483,25.0,-25.0,1000,1000,0,0.997
0.4,1.5,0.7853981633974483,25.0,-10.0,1000,1000,0,0.992
0.4,1.5,0.7853981633974483,25.0,0.0,1000,1000,0,0.987
0.4,1.5,0.7853981633974483,25.0,10.0,1000,1000,0,0.989
0.4,1.5,0.7853981633974483,25.0,25.0,1000,1000,0,1.0
0.4,1.5,0.7853981633974483,50.0,-25.0,1000,1000,0,0.994
0.4,1.5,0.7853981633974483,50.0,-10.0,1000,1000,0,0.962
0.4,1.5,0.7853981633974483,50.0,0.0,1000,1000,0,0.948
0.4,1.5,0.7853981633974483,50.0,10.0,1000,1000,0,0.957
0.4,1.5,0.7853981633974483,50.0,25.0,1000,1000,0,0.997
0.8,1.5,0.7853981633974483,-50.0,-25.0,1000,1000,0,0.994
0.8,1.5,0.7853981633974483,-50.0,-10.0,1000,1000,0,0.936
0.8,1.5,0.7853981633974483,-50.0,0.0,1000,1000,0,0.895
0.8,1.5,0.7853981633974483,-50.0,10.0,1000,1000,0,0.956
0.8,1.5,0.7853981633974483,-50.0,25.0,1000,1000,0,0.999
0.8,1.5,0.7853981633974483,-25.0,-25.0,1000,1000,0,0.999
0.8,1.5,0.7853981633974483,-25.0,-10.0,1000,1000,0,0.984
0.8,1.5,0.7853981633974483,-25.0,0.0,1000,1000,0,0.987
0.8,1.5,0.7853981633974483,-25.0,10.0,1000,1000,0,0.992
0.8,1.5,0.7853981633974483,-25.0,25.0,1000,1000,0,0.999
0.8,1.5,0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
0.8,1.5,0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
0.8,1.5,0.7853981633974483,0.0,0.0,1000,1000,0,1.0
0.8,1.5,0.7853981633974483,0.0,10.0,1000,1000,0,1.0
0.8,1.5,0.7853981633974483,0.0,25.0,1000,1000,0,1.0
0.8,1.5,0.7853981633974483,25.0,-25.0,1000,1000,0,0.998
0.8,1.5,0.7853981633974483,25.0,-10.0,1000,1000,0,0.984
0.8,1.5,0.7853981633974483,25.0,0.0,1000,1000,0,0.983
0.8,1.5,0.7853981633974483,25.0,10.0,1000,1000,0,0.989
0.8,1.5,0.7853981633974483,25.0,25.0,1000,1000,0,1.0
0.8,1.5,0.7853981633974483,50.0,-25.0,1000,1000,0,0.998
0.8,1.5,0.7853981633974483,50.0,-10.0,1000,1000,0,0.955
0.8,1.5,0.7853981633974483,50.0,0.0,1000,1000,0,0.946
0.8,1.5,0.7853981633974483,50.0,10.0,1000,1000,0,0.972
0.8,1.5,0.7853981633974483,50.0,25.0,1000,1000,0,0.997
