rho,gamma,m,alpha,beta,n_true,n_valid,n_fail,p_reconciled_better
-0.8,1.0,-0.7853981633974483,-50.0,-25.0,1000,1000,0,0.994
-0.8,1.0,-0.7853981633974483,-50.0,-10.0,1000,1000,0,0.943
-0.8,1.0,-0.7853981633974483,-50.0,0.0,1000,1000,0,0.855
-0.8,1.0,-0.7853981633974483,-50.0,10.0,1000,1000,0,0.928
-0.8,1.0,-0.7853981633974483,-50.0,25.0,1000,1000,0,0.997
-0.8,1.0,-0.7853981633974483,-25.0,-25.0,1000,1000,0,0.997
-0.8,1.0,-0.7853981633974483,-25.0,-10.0,1000,1000,0,0.975
-0.8,1.0,-0.7853981633974483,-25.0,0.0,1000,1000,0,0.969
-0.8,1.0,-0.7853981633974483,-25.0,10.0,1000,1000,0,0.973
-0.8,1.0,-0.7853981633974483,-25.0,25.0,1000,1000,0,1.0
-0.8,1.0,-0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
-0.8,1.0,-0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
-0.8,1.0,-0.7853981633974483,0.0,0.0,1000,1000,0,1.0
-0.8,1.0,-0.7853981633974483,0.0,10.0,1000,1000,0,0.999
-0.8,1.0,-0.7853981633974483,0.0,25.0,1000,1000,0,0.999
-0.8,1.0,-0.7853981633974483,25.0,-25.0,1000,1000,0,0.997
-0.8,1.0,-0.7853981633974483,25.0,-10.0,1000,1000,0,0.969
-0.8,1.0,-0.7853981633974483,25.0,0.0,1000,1000,0,0.946
-0.8,1.0,-0.7853981633974483,25.0,10.0,1000,1000,0,0.976
-0.8,1.0,-0.7853981633974483,25.0,25.0,1000,1000,0,0.998
-0.8,1.0,-0.7853981633974483,50.0,-25.0,1000,1000,0,0.994
-0.8,1.0,-0.7853981633974483,50.0,-10.0,1000,1000,0,0.907
-0.8,1.0,-0.7853981633974483,50.0,0.0,1000,1000,0,0.804
-0.8,1.0,-0.7853981633974483,50.0,10.0,1000,1000,0,0.857
-0.8,1.0,-0.7853981633974483,50.0,25.0,1000,1000,0,0.979
-0.4,1.0,-0.7853981633974483,-50.0,-25.0,1000,1000,0,0.995
-0.4,1.0,-0.7853981633974483,-50.0,-10.0,1000,1000,0,0.944
-0.4,1.0,-0.7853981633974483,-50.0,0.0,1000,1000,0,0.875
-0.4,1.0,-0.7853981633974483,-50.0,10.0,1000,1000,0,0.916
-0.4,1.0,-0.7853981633974483,-50.0,25.0,1000,1000,0,0.993
-0.4,1.0,-0.7853981633974483,-25.0,-25.0,1000,1000,0,1.0
-0.4,1.0,-0.7853981633974483,-25.0,-10.0,1000,1000,0,0.987
-0.4,1.0,-0.7853981633974483,-25.0,0.0,1000,1000,0,0.966
-0.4,1.0,-0.7853981633974483,-25.0,10.0,1000,1000,0,0.981
-0.4,1.0,-0.7853981633974483,-25.0,25.0,1000,1000,0,0.999
-0.4,1.0,-0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
-0.4,1.0,-0.7853981633974483,0.0,-10.0,1000,1000,0,0.998
-0.4,1.0,-0.7853981633974483,0.0,0.0,1000,1000,0,1.0
-0.4,1.0,-0.7853981633974483,0.0,10.0,1000,1000,0,0.996
-0.4,1.0,-0.7853981633974483,0.0,25.0,1000,1000,0,1.0
-0.4,1.0,-0.7853981633974483,25.0,-25.0,1000,1000,0,0.999
-0.4,1.0,-0.7853981633974483,25.0,-10.0,1000,1000,0,0.973
-0.4,1.0,-0.7853981633974483,25.0,0.0,1000,1000,0,0.96
-0.4,1.0,-0.7853981633974483,25.0,10.0,1000,1000,0,0.974
-0.4,1.0,-0.7853981633974483,25.0,25.0,1000,1000,0,0.999
-0.4,1.0,-0.7853981633974483,50.0,-25.0,1000,1000,0,0.995
-0.4,1.0,-0.7853981633974483,50.0,-10.0,1000,1000,0,0.91
-0.4,1.0,-0.7853981633974483,50.0,0.0,1000,1000,0,0.799
-0.4,1.0,-0.7853981633974483,50.0,10.0,1000,1000,0,0.835
-0.4,1.0,-0.7853981633974483,50.0,25.0,1000,1000,0,0.981
0.0,1.0,-0.7853981633974483,-50.0,-25.0,1000,1000,0,0.997
0.0,1.0,-0.7853981633974483,-50.0,-10.0,1000,1000,0,0.937
0.0,1.0,-0.7853981633974483,-50.0,0.0,1000,1000,0,0.87
0.0,1.0,-0.7853981633974483,-50.0,10.0,1000,1000,0,0.932
0.0,1.0,-0.7853981633974483,-50.0,25.0,1000,1000,0,0.992
0.0,1.0,-0.7853981633974483,-25.0,-25.0,1000,1000,0,1.0
0.0,1.0,-0.7853981633974483,-25.0,-10.0,1000,1000,0,0.987
0.0,1.0,-0.7853981633974483,-25.0,0.0,1000,1000,0,0.957
0.0,1.0,-0.7853981633974483,-25.0,10.0,1000,1000,0,0.988
0.0,1.0,-0.7853981633974483,-25.0,25.0,1000,1000,0,0.997
0.0,1.0,-0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
0.0,1.0,-0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
0.0,1.0,-0.7853981633974483,0.0,0.0,1000,1000,0,0.999
0.0,1.0,-0.7853981633974483,0.0,10.0,1000,1000,0,0.999
0.0,1.0,-0.7853981633974483,0.0,25.0,1000,1000,0,1.0
0.0,1.0,-0.7853981633974483,25.0,-25.0,1000,1000,0,0.997
0.0,1.0,-0.7853981633974483,25.0,-10.0,1000,1000,0,0.968
0.0,1.0,-0.7853981633974483,25.0,0.0,1000,1000,0,0.968
0.0,1.0,-0.7853981633974483,25.0,10.0,1000,1000,0,0.976
0.0,1.0,-0.7853981633974483,25.0,25.0,1000,1000,0,0.999
0.0,1.0,-0.7853981633974483,50.0,-25.0,1000,1000,0,0.991
0.0,1.0,-0.7853981633974483,50.0,-10.0,1000,1000,0,0.907
0.0,1.0,-0.7853981633974483,50.0,0.0,1000,1000,0,0.801
0.0,1.0,-0.7853981633974483,50.0,10.0,1000,1000,0,0.842
0.0,1.0,-0.7853981633974483,50.0,25.0,1000,1000,0,0.983
0.4,1.0,-0.7853981633974483,-50.0,-25.0,1000,1000,0,0.999
0.4,1.0,-0.7853981633974483,-50.0,-10.0,1000,1000,0,0.931
0.4,1.0,-0.7853981633974483,-50.0,0.0,1000,1000,0,0.903
0.4,1.0,-0.7853981633974483,-50.0,10.0,1000,1000,0,0.914
0.4,1.0,-0.7853981633974483,-50.0,25.0,1000,1000,0,0.994
0.4,1.0,-0.7853981633974483,-25.0,-25.0,1000,1000,0,0.999
0.4,1.0,-0.7853981633974483,-25.0,-10.0,1000,1000,0,0.982
0.4,1.0,-0.7853981633974483,-25.0,0.0,1000,1000,0,0.978
0.4,1.0,-0.7853981633974483,-25.0,10.0,1000,1000,0,0.979
0.4,1.0,-0.7853981633974483,-25.0,25.0,1000,1000,0,1.0
0.4,1.0,-0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
0.4,1.0,-0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
0.4,1.0,-0.7853981633974483,0.0,0.0,1000,1000,0,0.999
0.4,1.0,-0.7853981633974483,0.0,10.0,1000,1000,0,1.0
0.4,1.0,-0.7853981633974483,0.0,25.0,1000,1000,0,1.0
0.4,1.0,-0.7853981633974483,25.0,-25.0,1000,1000,0,0.999
0.4,1.0,-0.7853981633974483,25.0,-10.0,1000,1000,0,0.977
0.4,1.0,-0.7853981633974483,25.0,0.0,1000,1000,0,0.959
0.4,1.0,-0.7853981633974483,25.0,10.0,1000,1000,0,0.971
0.4,1.0,-0.7853981633974483,25.0,25.0,1000,1000,0,0.995
0.4,1.0,-0.7853981633974483,50.0,-25.0,1000,1000,0,0.996
0.4,1.0,-0.7853981633974483,50.0,-10.0,1000,1000,0,0.916
0.4,1.0,-0.7853981633974483,50.0,0.0,1000,1000,0,0.809
0.4,1.0,-0.7853981633974483,50.0,10.0,1000,1000,0,0.864
0.4,1.0,-0.7853981633974483,50.0,25.0,1000,1000,0,0.978
0.8,1.0,-0.7853981633974483,-50.0,-25.0,1000,1000,0,0.997
0.8,1.0,-0.7853981633974483,-50.0,-10.0,1000,1000,0,0.943
0.8,1.0,-0.7853981633974483,-50.0,0.0,1000,1000,0,0.865
0.8,1.0,-0.7853981633974483,-50.0,10.0,1000,1000,0,0.908
0.8,1.0,-0.7853981633974483,-50.0,25.0,1000,1000,0,0.992
0.8,1.0,-0.7853981633974483,-25.0,-25.0,1000,1000,0,0.999
0.8,1.0,-0.7853981633974483,-25.0,-10.0,1000,1000,0,0.988
0.8,1.0,-0.7853981633974483,-25.0,0.0,1000,1000,0,0.97
0.8,1.0,-0.7853981633974483,-25.0,10.0,1000,1000,0,0.977
0.8,1.0,-0.7853981633974483,-25.0,25.0,1000,1000,0,1.0
0.8,1.0,-0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
0.8,1.0,-0.7853981633974483,0.0,-10.0,1000,1000,0,0.999
0.8,1.0,-0.7853981633974483,0.0,0.0,1000,1000,0,0.997
0.8,1.0,-0.7853981633974483,0.0,10.0,1000,1000,0,1.0
0.8,1.0,-0.7853981633974483,0.0,25.0,1000,1000,0,1.0
0.8,1.0,-0.7853981633974483,25.0,-25.0,1000,1000,0,0.997
0.8,1.0,-0.7853981633974483,25.0,-10.0,1000,1000,0,0.975
0.8,1.0,-0.7853981633974483,25.0,0.0,1000,1000,0,0.961
0.8,1.0,-0.7853981633974483,25.0,10.0,1000,1000,0,0.974
0.8,1.0,-0.7853981633974483,25.0,25.0,1000,1000,0,0.997
0.8,1.0,-0.7853981633974483,50.0,-25.0,1000,1000,0,0.994
0.8,1.0,-0.7853981633974483,50.0,-10.0,1000,1000,0,0.916
0.8,1.0,-0.7853981633974483,50.0,0.0,1000,1000,0,0.807
0.8,1.0,-0.7853981633974483,50.0,10.0,1000,1000,0,0.835
0.8,1.0,-0.7853981633974483,50.0,25.0,1000,1000,0,0.981
-0.8,1.0,0.0,-50.0,-25.0,1000,1000,0,1.0
-0.8,1.0,0.0,-50.0,-10.0,1000,1000,0,0.99
-0.8,1.0,0.0,-50.0,0.0,1000,1000,0,0.982
-0.8,1.0,0.0,-50.0,10.0,1000,1000,0,0.992
-0.8,1.0,0.0,-50.0,25.0,1000,1000,0,0.999
-0.8,1.0,0.0,-25.0,-25.0,1000,1000,0,0.999
-0.8,1.0,0.0,-25.0,-10.0,1000,1000,0,0.995
-0.8,1.0,0.0,-25.0,0.0,1000,1000,0,0.999
-0.8,1.0,0.0,-25.0,10.0,1000,1000,0,0.997
-0.8,1.0,0.0,-25.0,25.0,1000,1000,0,1.0
-0.8,1.0,0.0,0.0,-25.0,1000,1000,0,1.0
-0.8,1.0,0.0,0.0,-10.0,1000,1000,0,0.999
-0.8,1.0,0.0,0.0,0.0,1000,1000,0,0.998
-0.8,1.0,0.0,0.0,10.0,1000,1000,0,0.999
-0.8,1.0,0.0,0.0,25.0,1000,1000,0,1.0
-0.8,1.0,0.0,25.0,-25.0,1000,1000,0,1.0
-0.8,1.0,0.0,25.0,-10.0,1000,1000,0,0.995
-0.8,1.0,0.0,25.0,0.0,1000,1000,0,0.995
-0.8,1.0,0.0,25.0,10.0,1000,1000,0,0.995
-0.8,1.0,0.0,25.0,25.0,1000,1000,0,0.999
-0.8,1.0,0.0,50.0,-25.0,1000,1000,0,0.999
-0.8,1.0,0.0,50.0,-10.0,1000,1000,0,0.99
-0.8,1.0,0.0,50.0,0.0,1000,1000,0,0.982
-0.8,1.0,0.0,50.0,10.0,1000,1000,0,0.987
-0.8,1.0,0.0,50.0,25.0,1000,1000,0,1.0
-0.4,1.0,0.0,-50.0,-25.0,1000,1000,0,0.999
-0.4,1.0,0.0,-50.0,-10.0,1000,1000,0,0.991
-0.4,1.0,0.0,-50.0,0.0,1000,1000,0,0.99
-0.4,1.0,0.0,-50.0,10.0,1000,1000,0,0.992
-0.4,1.0,0.0,-50.0,25.0,1000,1000,0,0.999
-0.4,1.0,0.0,-25.0,-25.0,1000,1000,0,1.0
-0.4,1.0,0.0,-25.0,-10.0,1000,1000,0,0.993
-0.4,1.0,0.0,-25.0,0.0,1000,1000,0,0.991
-0.4,1.0,0.0,-25.0,10.0,1000,1000,0,0.995
-0.4,1.0,0.0,-25.0,25.0,1000,1000,0,0.999
-0.4,1.0,0.0,0.0,-25.0,1000,1000,0,1.0
-0.4,1.0,0.0,0.0,-10.0,1000,1000,0,0.999
-0.4,1.0,0.0,0.0,0.0,1000,1000,0,0.997
-0.4,1.0,0.0,0.0,10.0,1000,1000,0,0.999
-0.4,1.0,0.0,0.0,25.0,1000,1000,0,0.999
-0.4,1.0,0.0,25.0,-25.0,1000,1000,0,1.0
-0.4,1.0,0.0,25.0,-10.0,1000,1000,0,0.996
-0.4,1.0,0.0,25.0,0.0,1000,1000,0,0.991
-0.4,1.0,0.0,25.0,10.0,1000,1000,0,0.994
-0.4,1.0,0.0,25.0,25.0,1000,1000,0,1.0
-0.4,1.0,0.0,50.0,-25.0,1000,1000,0,1.0
-0.4,1.0,0.0,50.0,-10.0,1000,1000,0,0.996
-0.4,1.0,0.0,50.0,0.0,1000,1000,0,0.984
-0.4,1.0,0.0,50.0,10.0,1000,1000,0,0.988
-0.4,1.0,0.0,50.0,25.0,1000,1000,0,0.999
0.0,1.0,0.0,-50.0,-25.0,1000,1000,0,1.0
0.0,1.0,0.0,-50.0,-10.0,1000,1000,0,0.993
0.0,1.0,0.0,-50.0,0.0,1000,1000,0,0.987
0.0,1.0,0.0,-50.0,10.0,1000,1000,0,0.993
0.0,1.0,0.0,-50.0,25.0,1000,1000,0,1.0
0.0,1.0,0.0,-25.0,-25.0,1000,1000,0,1.0
0.0,1.0,0.0,-25.0,-10.0,1000,1000,0,0.998
0.0,1.0,0.0,-25.0,0.0,1000,1000,0,0.994
0.0,1.0,0.0,-25.0,10.0,1000,1000,0,0.99
0.0,1.0,0.0,-25.0,25.0,1000,1000,0,0.997
0.0,1.0,0.0,0.0,-25.0,1000,1000,0,1.0
0.0,1.0,0.0,0.0,-10.0,1000,1000,0,0.999
0.0,1.0,0.0,0.0,0.0,1000,1000,0,1.0
0.0,1.0,0.0,0.0,10.0,1000,1000,0,1.0
0.0,1.0,0.0,0.0,25.0,1000,1000,0,1.0
0.0,1.0,0.0,25.0,-25.0,1000,1000,0,0.999
0.0,1.0,0.0,25.0,-10.0,1000,1000,0,0.996
0.0,1.0,0.0,25.0,0.0,1000,1000,0,0.993
0.0,1.0,0.0,25.0,10.0,1000,1000,0,0.999
0.0,1.0,0.0,25.0,25.0,1000,1000,0,1.0
0.0,1.0,0.0,50.0,-25.0,1000,1000,0,0.999
0.0,1.0,0.0,50.0,-10.0,1000,1000,0,0.986
0.0,1.0,0.0,50.0,0.0,1000,1000,0,0.992
0.0,1.0,0.0,50.0,10.0,1000,1000,0,0.989
0.0,1.0,0.0,50.0,25.0,1000,1000,0,1.0
0.4,1.0,0.0,-50.0,-25.0,1000,1000,0,0.999
0.4,1.0,0.0,-50.0,-10.0,1000,1000,0,0.994
0.4,1.0,0.0,-50.0,0.0,1000,1000,0,0.979
0.4,1.0,0.0,-50.0,10.0,1000,1000,0,0.989
0.4,1.0,0.0,-50.0,25.0,1000,1000,0,1.0
0.4,1.0,0.0,-25.0,-25.0,1000,1000,0,1.0
0.4,1.0,0.0,-25.0,-10.0,1000,1000,0,0.993
0.4,1.0,0.0,-25.0,0.0,1000,1000,0,0.992
0.4,1.0,0.0,-25.0,10.0,1000,1000,0,0.99
0.4,1.0,0.0,-25.0,25.0,1000,1000,0,1.0
0.4,1.0,0.0,0.0,-25.0,1000,1000,0,1.0
0.4,1.0,0.0,0.0,-10.0,1000,1000,0,1.0
0.4,1.0,0.0,0.0,0.0,1000,1000,0,0.999
0.4,1.0,0.0,0.0,10.0,1000,1000,0,1.0
0.4,1.0,0.0,0.0,25.0,1000,1000,0,1.0
0.4,1.0,0.0,25.0,-25.0,1000,1000,0,0.999
0.4,1.0,0.0,25.0,-10.0,1000,1000,0,0.997
0.4,1.0,0.0,25.0,0.0,1000,1000,0,0.991
0.4,1.0,0.0,25.0,10.0,1000,1000,0,0.994
0.4,1.0,0.0,25.0,25.0,1000,1000,0,1.0
0.4,1.0,0.0,50.0,-25.0,1000,1000,0,0.999
0.4,1.0,0.0,50.0,-10.0,1000,1000,0,0.99
0.4,1.0,0.0,50.0,0.0,1000,1000,0,0.986
0.4,1.0,0.0,50.0,10.0,1000,1000,0,0.984
0.4,1.0,0.0,50.0,25.0,1000,1000,0,0.999
0.8,1.0,0.0,-50.0,-25.0,1000,1000,0,1.0
0.8,1.0,0.0,-50.0,-10.0,1000,1000,0,0.994
0.8,1.0,0.0,-50.0,0.0,1000,1000,0,0.985
0.8,1.0,0.0,-50.0,10.0,1000,1000,0,0.992
0.8,1.0,0.0,-50.0,25.0,1000,1000,0,0.997
0.8,1.0,0.0,-25.0,-25.0,1000,1000,0,1.0
0.8,1.0,0.0,-25.0,-10.0,1000,1000,0,0.994
0.8,1.0,0.0,-25.0,0.0,1000,1000,0,0.989
0.8,1.0,0.0,-25.0,10.0,1000,1000,0,0.999
0.8,1.0,0.0,-25.0,25.0,1000,1000,0,1.0
0.8,1.0,0.0,0.0,-25.0,1000,1000,0,1.0
0.8,1.0,0.0,0.0,-10.0,1000,1000,0,0.999
0.8,1.0,0.0,0.0,0.0,1000,1000,0,1.0
0.8,1.0,0.0,0.0,10.0,1000,1000,0,0.999
0.8,1.0,0.0,0.0,25.0,1000,1000,0,1.0
0.8,1.0,0.0,25.0,-25.0,1000,1000,0,1.0
0.8,1.0,0.0,25.0,-10.0,1000,1000,0,0.998
0.8,1.0,0.0,25.0,0.0,1000,1000,0,0.992
0.8,1.0,0.0,25.0,10.0,1000,1000,0,0.996
0.8,1.0,0.0,25.0,25.0,1000,1000,0,1.0
0.8,1.0,0.0,50.0,-25.0,1000,1000,0,0.997
0.8,1.0,0.0,50.0,-10.0,1000,1000,0,0.99
0.8,1.0,0.0,50.0,0.0,1000,1000,0,0.992
0.8,1.0,0.0,50.0,10.0,1000,1000,0,0.99
0.8,1.0,0.0,50.0,25.0,1000,1000,0,1.0
-0.8,1.0,0.7853981633974483,-50.0,-25.0,1000,1000,0,0.994
-0.8,1.0,0.7853981633974483,-50.0,-10.0,1000,1000,0,0.935
-0.8,1.0,0.7853981633974483,-50.0,0.0,1000,1000,0,0.911
-0.8,1.0,0.7853981633974483,-50.0,10.0,1000,1000,0,0.942
-0.8,1.0,0.7853981633974483,-50.0,25.0,1000,1000,0,0.996
-0.8,1.0,0.7853981633974483,-25.0,-25.0,1000,1000,0,1.0
-0.8,1.0,0.7853981633974483,-25.0,-10.0,1000,1000,0,0.985
-0.8,1.0,0.7853981633974483,-25.0,0.0,1000,1000,0,0.977
-0.8,1.0,0.7853981633974483,-25.0,10.0,1000,1000,0,0.99
-0.8,1.0,0.7853981633974483,-25.0,25.0,1000,1000,0,0.998
-0.8,1.0,0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
-0.8,1.0,0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
-0.8,1.0,0.7853981633974483,0.0,0.0,1000,1000,0,1.0
-0.8,1.0,0.7853981633974483,0.0,10.0,1000,1000,0,0.999
-0.8,1.0,0.7853981633974483,0.0,25.0,1000,1000,0,0.999
-0.8,1.0,0.7853981633974483,25.0,-25.0,1000,1000,0,0.999
-0.8,1.0,0.7853981633974483,25.0,-10.0,1000,1000,0,0.995
-0.8,1.0,0.7853981633974483,25.0,0.0,1000,1000,0,0.983
-0.8,1.0,0.7853981633974483,25.0,10.0,1000,1000,0,0.99
-0.8,1.0,0.7853981633974483,25.0,25.0,1000,1000,0,0.999
-0.8,1.0,0.7853981633974483,50.0,-25.0,1000,1000,0,0.999
-0.8,1.0,0.7853981633974483,50.0,-10.0,1000,1000,0,0.958
-0.8,1.0,0.7853981633974483,50.0,0.0,1000,1000,0,0.943
-0.8,1.0,0.7853981633974483,50.0,10.0,1000,1000,0,0.971
-0.8,1.0,0.7853981633974483,50.0,25.0,1000,1000,0,1.0
-0.4,1.0,0.7853981633974483,-50.0,-25.0,1000,1000,0,0.991
-0.4,1.0,0.7853981633974483,-50.0,-10.0,1000,1000,0,0.931
-0.4,1.0,0.7853981633974483,-50.0,0.0,1000,1000,0,0.906
-0.4,1.0,0.7853981633974483,-50.0,10.0,1000,1000,0,0.957
-0.4,1.0,0.7853981633974483,-50.0,25.0,1000,1000,0,0.996
-0.4,1.0,0.7853981633974483,-25.0,-25.0,1000,1000,0,1.0
-0.4,1.0,0.7853981633974483,-25.0,-10.0,1000,1000,0,0.991
-0.4,1.0,0.7853981633974483,-25.0,0.0,1000,1000,0,0.981
-0.4,1.0,0.7853981633974483,-25.0,10.0,1000,1000,0,0.99
-0.4,1.0,0.7853981633974483,-25.0,25.0,1000,1000,0,1.0
-0.4,1.0,0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
-0.4,1.0,0.7853981633974483,0.0,-10.0,1000,1000,0,0.999
-0.4,1.0,0.7853981633974483,0.0,0.0,1000,1000,0,0.999
-0.4,1.0,0.7853981633974483,0.0,10.0,1000,1000,0,1.0
-0.4,1.0,0.7853981633974483,0.0,25.0,1000,1000,0,1.0
-0.4,1.0,0.7853981633974483,25.0,-25.0,1000,1000,0,1.0
-0.4,1.0,0.7853981633974483,25.0,-10.0,1000,1000,0,0.988
-0.4,1.0,0.7853981633974483,25.0,0.0,1000,1000,0,0.988
-0.4,1.0,0.7853981633974483,25.0,10.0,1000,1000,0,0.992
-0.4,1.0,0.7853981633974483,25.0,25.0,1000,1000,0,1.0
-0.4,1.0,0.7853981633974483,50.0,-25.0,1000,1000,0,0.996
-0.4,1.0,0.7853981633974483,50.0,-10.0,1000,1000,0,0.963
-0.4,1.0,0.7853981633974483,50.0,0.0,1000,1000,0,0.937
-0.4,1.0,0.7853981633974483,50.0,10.0,1000,1000,0,0.975
-0.4,1.0,0.7853981633974483,50.0,25.0,1000,1000,0,0.998
0.0,1.0,0.7853981633974483,-50.0,-25.0,1000,1000,0,0.992
0.0,1.0,0.7853981633974483,-50.0,-10.0,1000,1000,0,0.937
0.0,1.0,0.7853981633974483,-50.0,0.0,1000,1000,0,0.913
0.0,1.0,0.7853981633974483,-50.0,10.0,1000,1000,0,0.947
0.0,1.0,0.7853981633974483,-50.0,25.0,1000,1000,0,0.998
0.0,1.0,0.7853981633974483,-25.0,-25.0,1000,1000,0,0.999
0.0,1.0,0.7853981633974483,-25.0,-10.0,1000,1000,0,0.985
0.0,1.0,0.7853981633974483,-25.0,0.0,1000,1000,0,0.98
0.0,1.0,0.7853981633974483,-25.0,10.0,1000,1000,0,0.99
0.0,1.0,0.7853981633974483,-25.0,25.0,1000,1000,0,1.0
0.0,1.0,0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
0.0,1.0,0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
0.0,1.0,0.7853981633974483,0.0,0.0,1000,1000,0,0.999
0.0,1.0,0.7853981633974483,0.0,10.0,1000,1000,0,0.996
0.0,1.0,0.7853981633974483,0.0,25.0,1000,1000,0,1.0
0.0,1.0,0.7853981633974483,25.0,-25.0,1000,1000,0,1.0
0.0,1.0,0.7853981633974483,25.0,-10.0,1000,1000,0,0.988
0.0,1.0,0.7853981633974483,25.0,0.0,1000,1000,0,0.988
0.0,1.0,0.7853981633974483,25.0,10.0,1000,1000,0,0.996
0.0,1.0,0.7853981633974483,25.0,25.0,1000,1000,0,1.0
0.0,1.0,0.7853981633974483,50.0,-25.0,1000,1000,0,0.996
0.0,1.0,0.7853981633974483,50.0,-10.0,1000,1000,0,0.96
0.0,1.0,0.7853981633974483,50.0,0.0,1000,1000,0,0.944
0.0,1.0,0.7853981633974483,50.0,10.0,1000,1000,0,0.973
0.0,1.0,0.7853981633974483,50.0,25.0,1000,1000,0,0.999
0.4,1.0,0.7853981633974483,-50.0,-25.0,1000,1000,0,0.993
0.4,1.0,0.7853981633974483,-50.0,-10.0,1000,1000,0,0.937
0.4,1.0,0.7853981633974483,-50.0,0.0,1000,1000,0,0.886
0.4,1.0,0.7853981633974483,-50.0,10.0,1000,1000,0,0.95
0.4,1.0,0.7853981633974483,-50.0,25.0,1000,1000,0,0.998
0.4,1.0,0.7853981633974483,-25.0,-25.0,1000,1000,0,0.998
0.4,1.0,0.7853981633974483,-25.0,-10.0,1000,1000,0,0.984
0.4,1.0,0.7853981633974483,-25.0,0.0,1000,1000,0,0.978
0.4,1.0,0.7853981633974483,-25.0,10.0,1000,1000,0,0.992
0.4,1.0,0.7853981633974483,-25.0,25.0,1000,1000,0,0.999
0.4,1.0,0.7853981633974483,0.0,-25.0,1000,1000,0,0.999
0.4,1.0,0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
0.4,1.0,0.7853981633974483,0.0,0.0,1000,1000,0,0.999
0.4,1.0,0.7853981633974483,0.0,10.0,1000,1000,0,0.998
0.4,1.0,0.7853981633974483,0.0,25.0,1000,1000,0,1.0
0.4,1.0,0.7853981633974483,25.0,-25.0,1000,1000,0,0.999
0.4,1.0,0.7853981633974483,25.0,-10.0,1000,1000,0,0.988
0.4,1.0,0.7853981633974483,25.0,0.0,1000,1000,0,0.977
0.4,1.0,0.7853981633974483,25.0,10.0,1000,1000,0,0.984
0.4,1.0,0.7853981633974483,25.0,25.0,1000,1000,0,1.0
0.4,1.0,0.7853981633974483,50.0,-25.0,1000,1000,0,0.994
0.4,1.0,0.7853981633974483,50.0,-10.0,1000,1000,0,0.964
0.4,1.0,0.7853981633974483,50.0,0.0,1000,1000,0,0.943
0.4,1.0,0.7853981633974483,50.0,10.0,1000,1000,0,0.965
0.4,1.0,0.7853981633974483,50.0,25.0,1000,1000,0,0.999
0.8,1.0,0.7853981633974483,-50.0,-25.0,1000,1000,0,0.997
0.8,1.0,0.7853981633974483,-50.0,-10.0,1000,1000,0,0.934
0.8,1.0,0.7853981633974483,-50.0,0.0,1000,1000,0,0.909
0.8,1.0,0.7853981633974483,-50.0,10.0,1000,1000,0,0.952
0.8,1.0,0.7853981633974483,-50.0,25.0,1000,1000,0,0.993
0.8,1.0,0.7853981633974483,-25.0,-25.0,1000,1000,0,0.998
0.8,1.0,0.7853981633974483,-25.0,-10.0,1000,1000,0,0.986
0.8,1.0,0.7853981633974483,-25.0,0.0,1000,1000,0,0.978
0.8,1.0,0.7853981633974483,-25.0,10.0,1000,1000,0,0.984
0.8,1.0,0.7853981633974483,-25.0,25.0,1000,1000,0,1.0
0.8,1.0,0.7853981633974483,0.0,-25.0,1000,1000,0,1.0
0.8,1.0,0.7853981633974483,0.0,-10.0,1000,1000,0,1.0
0.8,1.0,0.7853981633974483,0.0,0.0,1000,1000,0,1.0
0.8,1.0,0.7853981633974483,0.0,10.0,1000,1000,0,0.999
0.8,1.0,0.7853981633974483,0.0,25.0,1000,1000,0,1.0
0.8,1.0,0.7853981633974483,25.0,-25.0,1000,1000,0,1.0
0.8,1.0,0.7853981633974483,25.0,-10.0,1000,1000,0,0.984
0.8,1.0,0.7853981633974483,25.0,0.0,1000,1000,0,0.984
0.8,1.0,0.7853981633974483,25.0,10.0,1000,1000,0,0.983
0.8,1.0,0.7853981633974483,25.0,25.0,1000,1000,0,0.999
0.8,1.0,0.7853981633974483,50.0,-25.0,1000,1000,0,0.997
0.8,1.0,0.7853981633974483,50.0,-10.0,1000,1000,0,0.96
0.8,1.0,0.7853981633974483,50.0,0.0,1000,1000,0,0.958
0.8,1.0,0.7853981633974483,50.0,10.0,1000,1000,0,0.97
0.8,1.0,0.7853981633974483,50.0,25.0,1000,1000,0,0.995
-0.8,1.5,-0.7853981633974483,-50.0,-25.0,1000,1000,0,0.998
-0.8,1.5,-0.7853981633974483,-50.0,-10.0,1000,1000,0,0.937
-0.8,1.5,-0.7853981633974483,-50.0,0.0,1000,1000,0,0.883
